"","country","year","upop"
"3396","East Asia & Pacific (IDA & IBRD countries)","X1972",18.38523807
"3397","Europe & Central Asia (IDA & IBRD countries)","X1972",53.46592824
"3398","Togo","X1972",21.929
"3399","Thailand","X1972",22.006
"3400","Tajikistan","X1972",36.337
"3401","Turkmenistan","X1972",47.691
"3402","Latin America & the Caribbean (IDA & IBRD countries)","X1972",58.43127221
"3403","Middle East & North Africa (IDA & IBRD countries)","X1972",42.2673626
"3404","Timor-Leste","X1972",13.548
"3405","Tonga","X1972",20.247
"3406","South Asia (IDA & IBRD)","X1972",19.22960075
"3407","Sub-Saharan Africa (IDA & IBRD countries)","X1972",18.8390845
"3408","Trinidad and Tobago","X1972",11.672
"3409","Tunisia","X1972",45.132
"3410","Turkey","X1972",39.6
"3411","Tuvalu","X1972",23.507
"3412","Tanzania","X1972",9.048
"3413","Uganda","X1972",6.812
"3414","Ukraine","X1972",56.272
"3415","Upper middle income","X1972",31.80651125
"3416","Uruguay","X1972",82.771
"3417","United States","X1972",73.623
"3418","Uzbekistan","X1972",37.657
"3419","St. Vincent and the Grenadines","X1972",31.687
"3420","Venezuela, RB","X1972",73.575
"3421","British Virgin Islands","X1972",17.728
"3422","Virgin Islands (U.S.)","X1972",71.941
"3423","Vietnam","X1972",18.492
"3424","Vanuatu","X1972",12.744
"3425","West Bank and Gaza","X1972",NA
"3426","World","X1972",36.92242749
"3427","Samoa","X1972",20.752
"3428","Yemen, Rep.","X1972",13.901
"3429","South Africa","X1972",47.929
"3430","Congo, Dem. Rep.","X1972",25.089
"3431","Zambia","X1972",32.146
"3432","Zimbabwe","X1972",18.36
"3433","Aruba","X1973",50.578
"3434","Andorra","X1973",84.716
"3435","Afghanistan","X1973",12.726
"3436","Angola","X1973",16.324
"3437","Albania","X1973",32.321
"3438","Arab World","X1973",40.94757887
"3439","United Arab Emirates","X1973",79.8
"3440","Argentina","X1973",80.158
"3441","Armenia","X1973",62.225
"3442","American Samoa","X1973",71.576
"3443","Antigua and Barbuda","X1973",34.057
"3444","Australia","X1973",85.761
"3445","Austria","X1973",65.321
"3446","Azerbaijan","X1973",51.371
"3447","Burundi","X1973",3.236
"3448","Belgium","X1973",94.233
"3449","Benin","X1973",19.689
"3450","Burkina Faso","X1973",6.1
"3451","Bangladesh","X1973",8.553
"3452","Bulgaria","X1973",55.471
"3453","Bahrain","X1973",84.504
"3454","Bahamas, The","X1973",68.738
"3455","Bosnia and Herzegovina","X1973",29.666
"3456","Belarus","X1973",48.046
"3457","Belize","X1973",50.488
"3458","Bermuda","X1973",100
"3459","Bolivia","X1973",40.696
"3460","Brazil","X1973",58.855
"3461","Barbados","X1973",38.186
"3462","Brunei Darussalam","X1973",62.823
"3463","Bhutan","X1973",7.11
"3464","Botswana","X1973",10.381
"3465","Central African Republic","X1973",30.133
"3466","Canada","X1973",75.851
"3467","Central Europe and the Baltics","X1973",52.89447147
"3468","Switzerland","X1973",57.483
"3469","Channel Islands","X1973",34.989
"3470","Chile","X1973",77.159
"3471","China","X1973",17.184
"3472","Cote d'Ivoire","X1973",30.513
"3473","Cameroon","X1973",24.324
"3474","Congo, Rep.","X1973",41.514
"3475","Colombia","X1973",57.075
"3476","Comoros","X1973",20.484
"3477","Cabo Verde","X1973",20.649
"3478","Costa Rica","X1973",40.655
"3479","Caribbean small states","X1973",35.30502046
"3480","Cuba","X1973",62.614
"3481","Curacao","X1973",79.488
"3482","Cayman Islands","X1973",100
"3483","Cyprus","X1973",42.757
"3484","Czech Republic","X1973",67.649
"3485","Germany","X1973",72.446
"3486","Djibouti","X1973",65.04
"3487","Dominica","X1973",41.061
"3488","Denmark","X1973",81.211
"3489","Dominican Republic","X1973",43.478
"3490","Algeria","X1973",39.997
"3491","East Asia & Pacific (excluding high income)","X1973",19.00394794
"3492","Early-demographic dividend","X1973",27.61388997
"3493","East Asia & Pacific","X1973",25.17626823
"3494","Europe & Central Asia (excluding high income)","X1973",54.27663359
"3495","Europe & Central Asia","X1973",62.15871233
"3496","Ecuador","X1973",40.892
"3497","Egypt, Arab Rep.","X1973",42.563
"3498","Euro area","X1973",68.18069823
"3499","Eritrea","X1973",13.104
"3500","Spain","X1973",68.224
"3501","Estonia","X1973",66.545
"3502","Ethiopia","X1973",9.102
"3503","European Union","X1973",66.79011354
"3504","Fragile and conflict affected situations","X1973",24.91901215
"3505","Finland","X1973",66.197
"3506","Fiji","X1973",35.93
"3507","France","X1973",72.256
"3508","Faroe Islands","X1973",29.362
"3509","Micronesia, Fed. Sts.","X1973",25.593
"3510","Gabon","X1973",38.43
"3511","United Kingdom","X1973",77.358
"3512","Georgia","X1973",49.409
"3513","Ghana","X1973",29.61
"3514","Gibraltar","X1973",100
"3515","Guinea","X1973",18.033
"3516","Gambia, The","X1973",22.941
"3517","Guinea-Bissau","X1973",15.618
"3518","Equatorial Guinea","X1973",27.227
"3519","Greece","X1973",65.952
"3520","Grenada","X1973",32.424
"3521","Greenland","X1973",73.914
"3522","Guatemala","X1973",36.446
"3523","Guam","X1973",76.371
"3524","Guyana","X1973",29.75
"3525","High income","X1973",70.04847876
"3526","Hong Kong SAR, China","X1973",88.894
"3527","Honduras","X1973",30.93
"3528","Heavily indebted poor countries (HIPC)","X1973",17.58237727
"3529","Croatia","X1973",43.173
"3530","Haiti","X1973",20.35
"3531","Hungary","X1973",61.388
"3532","IBRD only","X1973",30.40232009
"3533","IDA & IBRD total","X1973",28.08969325
"3534","IDA total","X1973",18.35364886
"3535","IDA blend","X1973",23.06147686
"3536","Indonesia","X1973",18.28
"3537","IDA only","X1973",15.4713772
"3538","Isle of Man","X1973",53.983
"3539","India","X1973",20.653
"3540","Not classified","X1973",NA
"3541","Ireland","X1973",52.952
"3542","Iran, Islamic Rep.","X1973",43.92
"3543","Iraq","X1973",59.313
"3544","Iceland","X1973",85.983
"3545","Israel","X1973",85.793
"3546","Italy","X1973",65.241
"3547","Jamaica","X1973",42.933
"3548","Jordan","X1973",56.98
"3549","Japan","X1973",74.22
"3550","Kazakhstan","X1973",51.785
"3551","Kenya","X1973",11.805
"3552","Kyrgyz Republic","X1973",37.897
"3553","Cambodia","X1973",25.263
"3554","Kiribati","X1973",27.997
"3555","St. Kitts and Nevis","X1973",34.672
"3556","Korea, Rep.","X1973",45.131
"3557","Kosovo","X1973",NA
"3558","Kuwait","X1973",87.902
"3559","Latin America & Caribbean (excluding high income)","X1973",56.54635349
"3560","Lao PDR","X1973",10.597
"3561","Lebanon","X1973",64.072
"3562","Liberia","X1973",28.581
"3563","Libya","X1973",59.528
"3564","St. Lucia","X1973",24.677
"3565","Latin America & Caribbean","X1973",59.27684778
"3566","Least developed countries: UN classification","X1973",14.11193812
"3567","Low income","X1973",16.63722233
"3568","Liechtenstein","X1973",18.344
"3569","Sri Lanka","X1973",19.77
"3570","Lower middle income","X1973",23.54677281
"3571","Low & middle income","X1973",27.38216676
"3572","Lesotho","X1973",9.905
"3573","Late-demographic dividend","X1973",29.79731492
"3574","Lithuania","X1973",53.21
"3575","Luxembourg","X1973",76.127
"3576","Latvia","X1973",62.805
"3577","Macao SAR, China","X1973",97.573
"3578","St. Martin (French part)","X1973",NA
"3579","Morocco","X1973",36.349
"3580","Monaco","X1973",100
"3581","Moldova","X1973",34.531
"3582","Madagascar","X1973",15.411
"3583","Maldives","X1973",14.936
"3584","Middle East & North Africa","X1973",44.92422106
"3585","Mexico","X1973",61.279
"3586","Marshall Islands","X1973",61.212
"3587","Middle income","X1973",28.19242833
"3588","Macedonia, FYR","X1973",49.407
"3589","Mali","X1973",15.454
"3590","Malta","X1973",89.725
"3591","Myanmar","X1973",23.903
"3592","Middle East & North Africa (excluding high income)","X1973",42.93662992
"3593","Montenegro","X1973",29.659
"3594","Mongolia","X1973",47.211
"3595","Northern Mariana Islands","X1973",77.28
"3596","Mozambique","X1973",8.397
"3597","Mauritania","X1973",17.971
"3598","Mauritius","X1973",43.881
"3599","Malawi","X1973",6.97
"3600","Malaysia","X1973",35.944
"3601","North America","X1973",73.85078437
"3602","Namibia","X1973",23.1
"3603","New Caledonia","X1973",53.597
"3604","Niger","X1973",10.296
"3605","Nigeria","X1973",18.952
"3606","Nicaragua","X1973",48.257
"3607","Netherlands","X1973",62.55
"3608","Norway","X1973",67.216
"3609","Nepal","X1973",4.399
"3610","Nauru","X1973",100
"3611","New Zealand","X1973",82.141
"3612","OECD members","X1973",68.53780995
"3613","Oman","X1973",34.669
"3614","Other small states","X1973",34.21175169
"3615","Pakistan","X1973",25.671
"3616","Panama","X1973",48.479
"3617","Peru","X1973",60.188
"3618","Philippines","X1973",34.533
"3619","Palau","X1973",60.571
"3620","Papua New Guinea","X1973",11.507
"3621","Poland","X1973",53.977
"3622","Pre-demographic dividend","X1973",19.03116804
"3623","Puerto Rico","X1973",61.014
"3624","Korea, Dem. People‰Ûªs Rep.","X1973",55.703
"3625","Portugal","X1973",39.985
"3626","Paraguay","X1973",37.916
"3627","Pacific island small states","X1973",27.45542975
"3628","Post-demographic dividend","X1973",69.58842333
"3629","French Polynesia","X1973",57.231
"3630","Qatar","X1973",88.755
"3631","Romania","X1973",41.821
"3632","Russian Federation","X1973",64.869
"3633","Rwanda","X1973",3.652
"3634","South Asia","X1973",19.56117969
"3635","Saudi Arabia","X1973",54.712
"3636","Sudan","X1973",18.548
"3637","Senegal","X1973",32.189
"3638","Singapore","X1973",100
"3639","Solomon Islands","X1973",9.041
"3640","Sierra Leone","X1973",26.321
"3641","El Salvador","X1973",40.503
"3642","San Marino","X1973",67.046
"3643","Somalia","X1973",24.427
"3644","Serbia","X1973",NA
"3645","Sub-Saharan Africa (excluding high income)","X1973",19.24764672
"3646","South Sudan","X1973",8.599
"3647","Sub-Saharan Africa","X1973",19.25200605
"3648","Small states","X1973",34.05844364
"3649","Sao Tome and Principe","X1973",30.917
"3650","Suriname","X1973",49.087
"3651","Slovak Republic","X1973",44.122
"3652","Slovenia","X1973",40.153
"3653","Sweden","X1973",82.203
"3654","Swaziland","X1973",12.12
"3655","Sint Maarten (Dutch part)","X1973",100
"3656","Seychelles","X1973",43.277
"3657","Syrian Arab Republic","X1973",44.405
"3658","Turks and Caicos Islands","X1973",52.275
"3659","Chad","X1973",13.882
"3660","East Asia & Pacific (IDA & IBRD countries)","X1973",18.52132534
"3661","Europe & Central Asia (IDA & IBRD countries)","X1973",54.11130726
"3662","Togo","X1973",22.258
"3663","Thailand","X1973",22.579
"3664","Tajikistan","X1973",36.07
"3665","Turkmenistan","X1973",47.646
"3666","Latin America & the Caribbean (IDA & IBRD countries)","X1973",59.15637093
"3667","Middle East & North Africa (IDA & IBRD countries)","X1973",42.93662992
"3668","Timor-Leste","X1973",13.889
"3669","Tonga","X1973",20.277
"3670","South Asia (IDA & IBRD)","X1973",19.56117969
"3671","Sub-Saharan Africa (IDA & IBRD countries)","X1973",19.25200605
"3672","Trinidad and Tobago","X1973",11.571
"3673","Tunisia","X1973",45.959
"3674","Turkey","X1973",40.258
"3675","Tuvalu","X1973",24.242
"3676","Tanzania","X1973",9.704
"3677","Uganda","X1973",6.887
"3678","Ukraine","X1973",56.987
"3679","Upper middle income","X1973",32.08000296
"3680","Uruguay","X1973",82.97
"3681","United States","X1973",73.633
"3682","Uzbekistan","X1973",38.131
"3683","St. Vincent and the Grenadines","X1973",32.195
"3684","Venezuela, RB","X1973",74.325
"3685","British Virgin Islands","X1973",18.294
"3686","Virgin Islands (U.S.)","X1973",73.07
"3687","Vietnam","X1973",18.588
"3688","Vanuatu","X1973",12.958
"3689","West Bank and Gaza","X1973",NA
"3690","World","X1973",37.15217223
"3691","Samoa","X1973",20.832
"3692","Yemen, Rep.","X1973",14.209
"3693","South Africa","X1973",47.989
"3694","Congo, Dem. Rep.","X1973",25.331
"3695","Zambia","X1973",33.061
"3696","Zimbabwe","X1973",18.874
"3697","Aruba","X1974",50.563
"3698","Andorra","X1974",86.032
"3699","Afghanistan","X1974",13.149
"3700","Angola","X1974",16.785
"3701","Albania","X1974",32.516
"3702","Arab World","X1974",41.59466806
"3703","United Arab Emirates","X1974",79.8
"3704","Argentina","X1974",80.567
"3705","Armenia","X1974",63
"3706","American Samoa","X1974",71.967
"3707","Antigua and Barbuda","X1974",34.137
"3708","Australia","X1974",85.841
"3709","Austria","X1974",65.331
"3710","Azerbaijan","X1974",51.698
"3711","Burundi","X1974",3.377
"3712","Belgium","X1974",94.358
"3713","Benin","X1974",20.775
"3714","Burkina Faso","X1974",6.222
"3715","Bangladesh","X1974",9.034
"3716","Bulgaria","X1974",56.519
"3717","Bahrain","X1974",84.741
"3718","Bahamas, The","X1974",69.381
"3719","Bosnia and Herzegovina","X1974",30.471
"3720","Belarus","X1974",49.4
"3721","Belize","X1974",50.329
"3722","Bermuda","X1974",100
"3723","Bolivia","X1974",41.004
"3724","Brazil","X1974",59.826
"3725","Barbados","X1974",38.403
"3726","Brunei Darussalam","X1974",62.409
"3727","Bhutan","X1974",7.484
"3728","Botswana","X1974",11.11
"3729","Central African Republic","X1974",31.045
"3730","Canada","X1974",75.731
"3731","Central Europe and the Baltics","X1974",53.62717445
"3732","Switzerland","X1974",57.426
"3733","Channel Islands","X1974",34.585
"3734","Chile","X1974",77.778
"3735","China","X1974",17.292
"3736","Cote d'Ivoire","X1974",31.321
"3737","Cameroon","X1974",25.78
"3738","Congo, Rep.","X1974",42.357
"3739","Colombia","X1974",57.811
"3740","Comoros","X1974",20.859
"3741","Cabo Verde","X1974",21.031
"3742","Costa Rica","X1974",41.002
"3743","Caribbean small states","X1974",35.72235464
"3744","Cuba","X1974",63.423
"3745","Curacao","X1974",79.827
"3746","Cayman Islands","X1974",100
"3747","Cyprus","X1974",45.007
"3748","Czech Republic","X1974",68.794
"3749","Germany","X1974",72.503
"3750","Djibouti","X1974",66.099
"3751","Dominica","X1974",41.864
"3752","Denmark","X1974",81.683
"3753","Dominican Republic","X1974",44.582
"3754","Algeria","X1974",40.163
"3755","East Asia & Pacific (excluding high income)","X1974",19.22300357
"3756","Early-demographic dividend","X1974",28.06519568
"3757","East Asia & Pacific","X1974",25.45523647
"3758","Europe & Central Asia (excluding high income)","X1974",54.90968783
"3759","Europe & Central Asia","X1974",62.59893245
"3760","Ecuador","X1974",41.457
"3761","Egypt, Arab Rep.","X1974",42.926
"3762","Euro area","X1974",68.48192621
"3763","Eritrea","X1974",13.278
"3764","Spain","X1974",68.901
"3765","Estonia","X1974",67.069
"3766","Ethiopia","X1974",9.279
"3767","European Union","X1974",67.13916239
"3768","Fragile and conflict affected situations","X1974",25.35302519
"3769","Finland","X1974",67.019
"3770","Fiji","X1974",36.324
"3771","France","X1974",72.65
"3772","Faroe Islands","X1974",29.842
"3773","Micronesia, Fed. Sts.","X1974",25.741
"3774","Gabon","X1974",40.681
"3775","United Kingdom","X1974",77.521
"3776","Georgia","X1974",49.876
"3777","Ghana","X1974",29.829
"3778","Gibraltar","X1974",100
"3779","Guinea","X1974",18.763
"3780","Gambia, The","X1974",23.675
"3781","Guinea-Bissau","X1974",15.783
"3782","Equatorial Guinea","X1974",27.319
"3783","Greece","X1974",66.448
"3784","Grenada","X1974",32.495
"3785","Greenland","X1974",74.152
"3786","Guatemala","X1974",36.582
"3787","Guam","X1974",80.252
"3788","Guyana","X1974",29.858
"3789","High income","X1974",70.40626164
"3790","Hong Kong SAR, China","X1974",89.301
"3791","Honduras","X1974",31.571
"3792","Heavily indebted poor countries (HIPC)","X1974",18.03147674
"3793","Croatia","X1974",44.147
"3794","Haiti","X1974",20.377
"3795","Hungary","X1974",61.81
"3796","IBRD only","X1974",30.75300941
"3797","IDA & IBRD total","X1974",28.44588466
"3798","IDA total","X1974",18.76990238
"3799","IDA blend","X1974",23.40781469
"3800","Indonesia","X1974",18.793
"3801","IDA only","X1974",15.9267112
"3802","Isle of Man","X1974",53.194
"3803","India","X1974",20.991
"3804","Not classified","X1974",NA
"3805","Ireland","X1974",53.294
"3806","Iran, Islamic Rep.","X1974",44.832
"3807","Iraq","X1974",60.351
"3808","Iceland","X1974",86.33
"3809","Israel","X1974",86.224
"3810","Italy","X1974",65.442
"3811","Jamaica","X1974",43.472
"3812","Jordan","X1974",57.315
"3813","Japan","X1974",74.975
"3814","Kazakhstan","X1974",52.3
"3815","Kenya","X1974",12.349
"3816","Kyrgyz Republic","X1974",38.042
"3817","Cambodia","X1974",29.055
"3818","Kiribati","X1974",28.96
"3819","St. Kitts and Nevis","X1974",34.849
"3820","Korea, Rep.","X1974",46.579
"3821","Kosovo","X1974",NA
"3822","Kuwait","X1974",88.579
"3823","Latin America & Caribbean (excluding high income)","X1974",57.33228933
"3824","Lao PDR","X1974",10.837
"3825","Lebanon","X1974",65.54
"3826","Liberia","X1974",29.47
"3827","Libya","X1974",61.237
"3828","St. Lucia","X1974",24.938
"3829","Latin America & Caribbean","X1974",59.99598026
"3830","Least developed countries: UN classification","X1974",14.56422923
"3831","Low income","X1974",17.01516151
"3832","Liechtenstein","X1974",18.334
"3833","Sri Lanka","X1974",19.626
"3834","Lower middle income","X1974",23.93825174
"3835","Low & middle income","X1974",27.74271478
"3836","Lesotho","X1974",10.355
"3837","Late-demographic dividend","X1974",30.06443749
"3838","Lithuania","X1974",54.451
"3839","Luxembourg","X1974",76.717
"3840","Latvia","X1974",63.484
"3841","Macao SAR, China","X1974",97.738
"3842","St. Martin (French part)","X1974",NA
"3843","Morocco","X1974",37.029
"3844","Monaco","X1974",100
"3845","Moldova","X1974",35.372
"3846","Madagascar","X1974",15.869
"3847","Maldives","X1974",16.085
"3848","Middle East & North Africa","X1974",45.66291998
"3849","Mexico","X1974",62.022
"3850","Marshall Islands","X1974",61.093
"3851","Middle income","X1974",28.55428044
"3852","Macedonia, FYR","X1974",49.988
"3853","Mali","X1974",15.845
"3854","Malta","X1974",89.734
"3855","Myanmar","X1974",23.913
"3856","Middle East & North Africa (excluding high income)","X1974",43.57702304
"3857","Montenegro","X1974",30.632
"3858","Mongolia","X1974",47.933
"3859","Northern Mariana Islands","X1974",79.016
"3860","Mozambique","X1974",8.963
"3861","Mauritania","X1974",19.237
"3862","Mauritius","X1974",43.662
"3863","Malawi","X1974",7.304
"3864","Malaysia","X1974",36.794
"3865","North America","X1974",73.84985926
